title,authors,isbn
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,1591164125
Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,1591163552
Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,2723433927
Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,2723433919
Homer's Daughter,Robert Graves,0897330595
The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,1401210821
Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,1563892278
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig,0801870569
This Is Berlin: Reporting from Nazi Germany 1938-40,William L. Shirer/John Keegan/Inga Shirer Dean,1585672793
The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,1841581224
The Collapse of the Third Republic,William L. Shirer,0306805626
Something Borrowed (Darcy & Rachel  #1),Emily Giffin,0312321198
Something Borrowed  Something Blue,Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith,084394725X
The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,0451530373
The Complete Plays,Anton Chekhov/Laurence Senelick,0393048853
Anton Chekhov's Selected Plays,Anton Chekhov/Laurence Senelick,0393924653
Short Stories,Anton Chekhov/Ralph E. Matlaw,0393090027
Ward No. 6 and Other Stories,Anton Chekhov/David Plante/Constance Garnett,1593080034
The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,0312862172
The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,0812509668
A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,0812509676
The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,0246136677
Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,0143036971
Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,0140281916
The Silence of the Lambs and Red Dragon,Thomas  Harris,1850522316
The Silence of the Lambs,Yvonne Tasker,0851708714
King Solomon's Mines (Allan Quatermain  #1),H. Rider Haggard,0812966295
Mine  All Mine!: A Book About Pronouns,Ruth Heller,0698117972
A Faith Like Mine,Laura Buller/D.K. Publishing,0756611776
Speaks the Nightbird (Matthew Corbett  #1),Robert R. McCammon,1880216620
The Bishop's Boys: A Life of Wilbur and Orville Wright,Tom D. Crouch,039330695X
The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,Paul Glovinsky/Art Spielman,0399532978
Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis/Carla Jungquist/Michael T. Smith,0387222529
Healing Therapies for Overcoming Insomnia,Peter  Van Houten/Rich McCord,1565891740
The Attraction,Douglas Clegg,0843954116
Nightmare House (Harrow House  #1),Douglas Clegg,084395177X
The Abandoned (Harrow House  #4),Douglas Clegg,0843954108
The Nightmare Chronicles,Douglas Clegg,084394580X
Mischief (Harrow House  #2),Douglas Clegg,0843947667
Purity (Dark Coming of Age  #1),Douglas Clegg,1881475719
The Hour Before Dark,Douglas Clegg,0843951427
The Halloween Man,Douglas Clegg,0843944390
The Sisters: The Saga of the Mitford Family,Mary S. Lovell,0393324141
Soldiers of Salamis,Javier Cercas/Anne McLean,1582344728
Spandau: The Secret Diaries,Albert Speer,0026995018
El coronel no tiene quien le escriba,Gabriel García Márquez,0307350436
Of Love and Other Demons,Gabriel García Márquez,0517405091
Noticia de un secuestro,Gabriel García Márquez,0307350509
Chronicle of a Death Foretold,Gabriel García Márquez/Gregory Rabassa,140003471X
Ojos de perro azul,Gabriel García Márquez,0307350517
The General in His Labyrinth,Gabriel García Márquez/Edith Grossman,1400043336
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,0307350363
The Autumn of the Patriarch,Gabriel García Márquez/Gregory Rabassa,0060882867
Cien años de soledad,Gabriel García Márquez,0307350274
El amor en los tiempos del cólera,Gabriel García Márquez,8467204362
Relato de un náufrago,Gabriel García Márquez,0307350401
Relato de Um Náufrago,Gabriel García Márquez/Remy Gorga Filho,8501011207
The Complete Poems,William Blake/Alicia Suskin Ostriker,0140422153
The Marriage of Heaven and Hell,William Blake,0486281221
The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,0300100302
The Complete Stories and Poems,Edgar Allan Poe,0385074077
Complete Tales and Poems,Edgar Allan Poe,0785814531
The Edgar Allan Poe Audio Collection,Edgar Allan Poe,0694524190
18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,0440322278
Complete Poems (Library of Classic Poets),Edgar Allan Poe,0517082454
Edgar Allan Poe A to Z,Dawn B. Sova,081604161X
Selected Letters  1940-1956,Jack Kerouac/Ann Charters,0140234446
The Wild Boys,William S. Burroughs,0802133312
Nova Express (The Nova Trilogy  #3),William S. Burroughs,0802133304
Last Words: The Final Journals,William S. Burroughs/James Grauerholz,0802137784
The Soft Machine (The Nova Trilogy #1),William S. Burroughs,0802133290
Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,0142003166
Queer,William S. Burroughs,0330300164
Cities of the Red Night,William S. Burroughs,0312278462
William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,1889307157
Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,1584350105
My Education: A Book of Dreams,William S. Burroughs,0140094547
Trainspotting (Mark Renton  #2),Irvine Welsh,0393057240
Trainspotting,Murray Smith,0851708706
Trainspotting,Irvine Welsh/Eric Lindor Fall,2020336464
Marabou Stork Nightmares,Irvine Welsh,0393315630
You'll Have Had Your Hole,Irvine Welsh,0413728609
Ecstasy,Irvine Welsh/Alain Defossé,2020416409
Filth,Irvine Welsh,0393318680
The Female Brain,Louann Brizendine,0767920090
Imaginary Friends,Nora Ephron,1400034221
Scribble  Scribble: Notes on the Media,Nora Ephron,0553122754
Life Amongst the Modocs,Joaquin Miller/Alan Rosenus/Malcolm Margolin,0930588797
Devil's Backbone,Terry C. Johnston,0312925743
Soldados de Salamina,Javier Cercas,8483101610
Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,0307336131
"Laguna  I Love You: The Best of ""Our Town""",John Weld/Phil Interlandi,1564741575
"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,1569755663
The Deep (Dive  #2),Gordon Korman,0439507235
The Discovery (Dive  #1),Gordon Korman,0439507227
New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy  Mitchell/June Kim,0970312539
The Stowaway Solution (On The Run  #4),Gordon Korman,0439651395
The Abduction (Kidnapped  #1),Gordon Korman,043984777X
The Fugitive Factor (On The Run  #2),Gordon Korman,0439651379
Chasing The Falconers (On The Run  #1),Gordon Korman,0439651360
Losing Joe's Place,Gordon Korman,0590427695
Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,0590255223
The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,0590441744
The Contest (Everest Trilogy),Gordon Korman,0613589459
The Deep (Dive Trilogy),Gordon Korman,0613674839
No More Dead Dogs,Gordon Korman,0439294843
Radio Fifth Grade,Gordon Korman,0590419277
The Climb (Everest Trilogy),Gordon Korman,061358466X
The Contest (Everest  #1),Gordon Korman,0439401399
Casino Royale (James Bond  #1),Ian Fleming,0340425679
The Eternal Flame (Merlin  #11),T.A. Barron/David Elliot,0399242139
The Ivy Tree,Carolyn Brown,0803494661
Street Magic (The Circle Opens  #2),Tamora Pierce,0590396439
Wolf-Speaker (Immortals  #2),Tamora Pierce,1416903445
Leonardo's Notebooks,Leonardo da Vinci/H. Anna Suh,1579124577
The Golden Notebook,Doris Lessing,006093140X
Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,0140289208
M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,1585360724
Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),Ron Roy/John Steven Gurney,0375839372
William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,0803724624
Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth,E.L. Konigsburg,1416933964
Death of a Charming Man (Hamish Macbeth  #10),M.C. Beaton,0446403385
The Merchant of Venice,William Shakespeare/Robert     Smith/Jonathan    Morris,0521618754
Catherine  Called Birdy,Karen Cushman,0060739428
How to Build a Time Machine,Paul Davies,0141005343
Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald/Peter H. Reynolds,0763628328
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,0763626155
Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald/Peter H. Reynolds,0763623431
Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,076362800X
Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald/Peter H. Reynolds,0763619310
Judy Moody Saves the World! (Judy Moody #3),Megan McDonald/Peter H. Reynolds,0763620874
Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,1416909052
Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),Marissa Moss,068987040X
Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,0064410935
Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,0061127760
Charlotte's Web,E.B. White/Garth Williams/Kate DiCamillo,0060882611
Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,0060882816
Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,1887953795
The Runaway Jury,John Grisham,0385339690
The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,0440418410
The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,0440409713
Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,0553175262
Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal/Jamie Suzanne,0553155717
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,0451527747
Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,0689847432
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,1593080158
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,0763620491
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll/Hugh Haughton/John Tenniel,0141439769
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,0763608041
The Art of Warfare,Sun Tzu/Roger T. Ames,034536239X
The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,0446613444
Black Ice (Ice  #1),Anne Stuart,0778321711
A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,076534551X
White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,1569473331
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu/Laura Rosenthal,1574231006
Thus Spoke Zarathustra,Friedrich Nietzsche,1845882423
A World Lit Only by Fire,William Manchester/Barrett Whitener,0786160446
War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier/Christopher Collier,0440495040
Skellig (Skellig  #1),David Almond,0440229081
Skellig: The Play,David Almond,0340854332
Les Misérables,Victor Hugo/Charles E. Wilbour,0679600124
Les Misérables,Victor Hugo/Charles E. Wilbour/James K. Robinson,0449300021
Les Misérables,Victor Hugo/Charles E. Wilbour/Peter Washington,0375403175
Les Miserables (Stepping Stones),Monica Kulling/Victor Hugo,067986668X
Because Of Winn Dixie,Kate DiCamillo,0439250722
At the Edge of the World (Crispin  #2),Avi,078685152X
The Story of Avis,Elizabeth Stuart Phelps/Carol Phillips,0813510996
Poppy,Avi,0689837186
Poppy's Return,Avi/Brian Floca,0060000147
The Secret School,Avi,0152046992
The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer/Monica Gesue,0439178827
Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,0439178789
Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer/Monica Gesue/Joyce White,0439353688
The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,1417629754
Violet Makes A Splash (Sister Magic),Anne Mazer/Bill Brown,0439872472
The Trouble With Violet,Anne Mazer/Bill Brown,0439872464
Knowledge Is Power (The Amazing Days of Abby Hayes: #15),Anne Mazer,1417629762
The Trumpet of the Swan,E.B. White/Fred Marcellino,0064408671
Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,0590920685
Sachs & Violens,Peter David/George Pérez,1401210503
Nicomachean Ethics,Aristotle/Joe Sachs,1585100358
Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,0791077640
His Dark Materials,Nicholas Wright/Philip Pullman,185459768X
His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,1854598317
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,0439994349
The Cricket in Times Square,George Selden/Garth Williams,0440228891
Lucie Babbidge's House,Sylvia Cassedy,038071812X
Nine Horses,Billy Collins,0375755209
The Apple that Astonished Paris,Billy Collins,155728024X
The Circle (Dan Lenson  #3),David Poyer,0312929641
The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,0786015411
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,0439968089
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce/Trini Alvarado,0307283798
Video Girl Ai  Vol. 15: Len's Story,Masakazu Katsura,142150295X
The Ships of Earth (Homecoming Saga #3),Orson Scott Card,0812532635
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,0764222376
Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,0805081240
For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich/Deirdre English,1400078008
Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,0060973331
On Duties (De Officiis),Marcus Tullius Cicero/Walter Miller,0674990331
Peony in Love,Lisa See,140006466X
See How She Dies,Lisa Jackson,0821776053
Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,0743284887
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,0743406567
i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson/Chuck Klosterman,0811853195
No Idle Hands: The Social History of American Knitting,Anne Macdonald,0345362535
How to be Idle,Tom Hodgkinson,0060779683
The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,1590170385
The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,039306011X
The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,0393319792
The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian/Richard Snow,039306025X
The Truelove (Aubrey & Maturin #15),Patrick O'Brian,0393310167
Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,039332107X
Field Guide to Home Buying in America,Mark LeVine/Michael Pollan/Stephen M. Pollan,0671639617
Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,0571202802
The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam/Charles McKeown,155783041X
The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,0679726489
The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,0312311451
The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,0679726470
The Gangs of New York,Herbert Asbury/Jorge Luis Borges,1560252758
All Around the Town,Herbert Asbury,1560255218
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,0451528646
The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Scott McKowen,1402714602
The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),Mark Twain/Guy Cardwell/John Seelye,0143039563
The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,0441542158
The Short Stories  Vol 3,Ernest Hemingway/Stacy Keach,0743527291
Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,073854678X
Sebastopol (Images of America: California),Western Sonoma County Historical Society,0738528528
Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,0738544922
